Ticker,Company,Sector,Industry,Market Cap,Year,Basic EPS,Free Cash Flow,P/E Ratio,Share Price
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,313445941248,2024,9.76,15044000000.0,14.341097972432122,139.9691162109375
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,313445941248,2023,11.41,19780000000.0,12.11134219357677,138.19041442871094
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,313445941248,2022,18.36,37628000000.0,8.714772309612865,160.0032196044922
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,313445941248,2021,8.15,21131000000.0,12.389251147311157,100.97239685058594
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,109038592000,2024,22.697674,16182000000.0,12.093974758627112,274.5050964355469
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,109038592000,2023,21.976631,12632000000.0,10.082444188901297,221.57815551757812
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,109038592000,2022,12.81492,11258000000.0,16.594330205579585,212.65501403808594
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,109038592000,2021,20.017694,11151000000.0,9.160368874635127,183.3694610595703
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,21466798080,2024,2.39,976400000.0,43.41441836815997,103.76045989990234
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,21466798080,2023,3.09,807100000.0,29.99190790367744,92.67499542236328
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,21466798080,2022,1.7,706400000.0,45.91941833496094,78.0630111694336
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,21466798080,2021,3.38,875000000.0,29.018968661155927,98.08411407470703
CI,The Cigna Group,Healthcare,Healthcare Plans,82179145728,2024,12.12,8957000000.0,22.450364619591845,272.0984191894531
CI,The Cigna Group,Healthcare,Healthcare Plans,82179145728,2023,17.39,10240000000.0,16.693299498072708,290.2964782714844
CI,The Cigna Group,Healthcare,Healthcare Plans,82179145728,2022,21.299091,7361000000.0,14.810338470602893,315.4467468261719
CI,The Cigna Group,Healthcare,Healthcare Plans,82179145728,2021,15.89,6037000000.0,13.534331756841468,215.06053161621094
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,24311840768,2024,14.65,2627000000.0,9.63793237054714,141.19570922851562
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,24311840768,2023,11.74,2034000000.0,8.440813132810836,99.09514617919922
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,24311840768,2022,-3.06,2037000000.0,-31.13874547621783,95.28456115722656
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,24311840768,2021,18.29,1966000000.0,5.655920446864108,103.44678497314453
CTAS,Cintas Corporation,Industrials,Specialty Business Services,77777272832,2025,4.48,1757021000.0,50.45525687081473,226.03955078125
CTAS,Cintas Corporation,Industrials,Specialty Business Services,77777272832,2024,3.85,1659031000.0,43.603539404931006,167.87362670898438
CTAS,Cintas Corporation,Industrials,Specialty Business Services,77777272832,2023,3.3025,1255119000.0,35.06615499399721,115.80597686767578
CTAS,Cintas Corporation,Industrials,Specialty Business Services,77777272832,2022,2.98,1296953000.0,32.45080525443058,96.70339965820312
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,279332913152,2025,,13288000000.0,,67.67137908935547
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,279332913152,2024,2.55,10210000000.0,18.381865258310356,46.873756408691406
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,279332913152,2023,3.08,19037000000.0,15.83771024431501,48.780147552490234
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,279332913152,2022,2.83,12749000000.0,14.550761030756542,41.178653717041016
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,279332913152,2021,2.51,,19.461358970854864,48.8480110168457
C,Citigroup Inc.,Financial Services,Banks - Diversified,172309594112,2024,6.026086,-26169000000.0,11.433329009402309,68.89822387695312
C,Citigroup Inc.,Financial Services,Banks - Diversified,172309594112,2023,4.067147,-79999000000.0,11.93529580786298,48.5426025390625
C,Citigroup Inc.,Financial Services,Banks - Diversified,172309594112,2022,7.037551,19437000000.0,5.797184455531055,40.79798126220703
C,Citigroup Inc.,Financial Services,Banks - Diversified,172309594112,2021,10.797836,42971000000.0,4.849800601896752,52.36735153198242
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,21840158720,2024,3.05,1879000000.0,13.942533399237963,42.52472686767578
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,21840158720,2023,3.14,2789000000.0,9.812986167373172,30.812776565551758
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,21840158720,2022,4.12,3993000000.0,8.403811408478079,34.62370300292969
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,21840158720,2021,5.18,2151000000.0,7.715502853098984,39.966304779052734
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,14391200768,2025,,761000000.0,,117.62843322753906
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,14391200768,2024,2.26,483000000.0,57.26365621111035,129.41586303710938
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,14391200768,2023,1.21,930000000.0,120.47899734875388,145.7795867919922
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,14391200768,2022,3.75,535000000.0,33.373765055338545,125.15161895751953
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,14391200768,2021,5.66,,27.44670638768496,155.34835815429688
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,96513417216,2024,9.69,3596500000.0,23.62630901198884,228.93893432617188
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,96513417216,2023,8.87,3377400000.0,22.363960756390046,198.3683319091797
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,96513417216,2022,7.41,2966300000.0,20.38569276632085,151.0579833984375
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,96513417216,2021,7.3,2275200000.0,26.83493209211794,195.89500427246094
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,22498054144,2024,3.323462,-808000000.0,19.60570896714076,65.15882873535156
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,22498054144,2023,2.97894,-1077000000.0,18.442523460493444,54.939170837402344
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,22498054144,2022,2.838998,-1626000000.0,20.415501533879784,57.95956802368164
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,22498054144,2021,4.66,-390000000.0,12.415522464866802,57.8563346862793
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,33384306688,2024,4.52,1827000000.0,16.81578475817115,76.0073471069336
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,33384306688,2023,4.21,2013000000.0,17.451018562226285,73.46878814697266
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,33384306688,2022,4.42,2236000000.0,12.369365605833304,54.6725959777832
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,33384306688,2021,4.06,2216000000.0,20.57195203057651,83.52212524414062
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,304624631808,2024,2.47,4741000000.0,24.656087280767647,60.900535583496094
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,304624631808,2023,2.48,9747000000.0,22.554399121192194,55.93490982055664
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,304624631808,2022,2.2,9534000000.0,26.604749506170098,58.53044891357422
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,304624631808,2021,2.26,11258000000.0,23.41427592049658,52.916263580322266
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,82304999424,2024,10.42,2556844000.0,23.829174956982516,248.3000030517578
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,82304999424,2023,0.4,922951000.0,434.7999954223633,173.9199981689453
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,82304999424,2022,-11.81,-1585419000.0,-2.996612988115871,35.38999938964844
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,82304999424,2021,17.47,3955299000.0,14.445906990108043,252.3699951171875
CMCSA,Comcast Corporation,Communication Services,Telecom Services,108550873088,2024,4.274837,12543000000.0,8.459676532867201,36.16373825073242
CMCSA,Comcast Corporation,Communication Services,Telecom Services,108550873088,2023,3.867534,12961000000.0,10.60643208161478,41.02073669433594
CMCSA,Comcast Corporation,Communication Services,Telecom Services,108550873088,2022,1.272476,12646000000.0,24.975013745501144,31.780105590820312
CMCSA,Comcast Corporation,Communication Services,Telecom Services,108550873088,2021,3.12338,17089000000.0,14.266160225898606,44.55863952636719
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,64544514048,2024,3.53,3546000000.0,25.145539886215253,88.76375579833984
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,64544514048,2023,2.78,3040000000.0,27.391661499901645,76.14881896972656
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,64544514048,2022,2.13,1860000000.0,34.447554467429576,73.373291015625
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,64544514048,2021,2.56,2758000000.0,30.310437083244324,77.59471893310547
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8983444480,2025,2.4,1302600000.0,9.365254243214926,22.47661018371582
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8983444480,2024,0.73,1627500000.0,38.16858579034675,27.863067626953125
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8983444480,2023,1.43,633200000.0,21.700847065532127,31.032211303710938
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8983444480,2022,1.85,712900000.0,15.256076503444362,28.22374153137207
COP,ConocoPhillips,Energy,Oil & Gas E&P,109170057216,2024,7.82,8006000000.0,12.371290553256374,96.74349212646484
COP,ConocoPhillips,Energy,Oil & Gas E&P,109170057216,2023,9.08,8717000000.0,12.130532285715514,110.14523315429688
COP,ConocoPhillips,Energy,Oil & Gas E&P,109170057216,2022,14.62,18155000000.0,7.387372602679335,108.00338745117188
COP,ConocoPhillips,Energy,Oil & Gas E&P,109170057216,2021,6.09,11672000000.0,10.32929193405878,62.90538787841797
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,109360693248,2024,11.91,-5029000000.0,18.70016230944322,222.71893310546875
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,109360693248,2023,5.02,-7723000000.0,23.021859096815863,115.56973266601562
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,109360693248,2022,-0.489297,-4042000000.0,-172.1051958836319,84.21055603027344
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,109360693248,2021,-0.628834,-2667000000.0,,
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,24544485376,2025,-0.45,1938100000.0,-385.60838487413196,173.52377319335938
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,24544485376,2024,9.42,1510900000.0,25.610860188802082,241.25430297851562
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,24544485376,2023,-0.11,1721500000.0,-1945.5983942205255,214.0158233642578
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,24544485376,2022,-0.22,1678600000.0,-925.101748379794,203.5223846435547
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,36764831744,2024,5.26,-1157000000.0,16.534550017730364,86.97173309326172
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,36764831744,2023,7.25,-2338000000.0,11.813490242793643,85.6478042602539
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,36764831744,2022,4.68,-233000000.0,18.508516621385887,86.61985778808594
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,36764831744,2021,3.86,-1220000000.0,19.40316906864779,74.89623260498047
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,14801324032,2024,1.965431,288100000.0,53.260582694165194,104.68000030517578
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,14801324032,2023,1.485134,215000000.0,52.47842955585153,77.9375
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,14801324032,2022,1.956389,450400000.0,34.929763216215484,68.3362045288086
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,14801324032,2021,14.932556,524200000.0,6.9777043895131925,104.19496154785156
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43480178688,2025,,1230760000.0,,45.33000183105469
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43480178688,2024,1.42,961574000.0,36.85211396553147,52.33000183105469
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43480178688,2023,1.3,847574000.0,33.996153611403244,44.19499969482422
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43480178688,2022,1.1475,839235000.0,27.90849806176811,32.025001525878906
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43480178688,2021,0.99,,37.121212121212125,36.75
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,19988107264,2024,14.27,1765389000.0,23.715487976715796,338.4200134277344
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,19988107264,2023,13.42,1947310000.0,21.058866270608235,282.6099853515625
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,19988107264,2022,12.62,603369000.0,14.554674538492968,183.67999267578125
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,19988107264,2021,10.23,1085533000.0,21.88074255502352,223.83999633789062
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,42864791552,2024,1.31,1548000000.0,43.15447334114832,56.5323600769043
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,42864791552,2023,1.04,1174000000.0,45.206843889676605,47.01511764526367
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,42864791552,2022,1.59,267000000.0,35.84501638352496,56.99357604980469
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,42864791552,2021,2.39,2154000000.0,18.989232593999247,45.3842658996582
GLW,Corning Incorporated,Technology,Electronic Components,72075894784,2024,0.59,974000000.0,79.30983203952596,46.79280090332031
GLW,Corning Incorporated,Technology,Electronic Components,72075894784,2023,0.69,615000000.0,42.214913299118265,29.1282901763916
GLW,Corning Incorporated,Technology,Electronic Components,72075894784,2022,1.56,1011000000.0,18.904818021334133,29.49151611328125
GLW,Corning Incorporated,Technology,Electronic Components,72075894784,2021,1.3,1775000000.0,25.65208728496845,33.347713470458984
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,32701573120,2024,0.34,-245300000.0,210.55881275850183,71.58999633789062
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,32701573120,2023,0.92,346700000.0,94.989129771357,87.38999938964844
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,32701573120,2022,0.93,384900000.0,83.09677288096438,77.27999877929688
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,32701573120,2021,0.75,404511000.0,105.37333170572917,79.02999877929688
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,418662481920,2024,16.59,6629000000.0,53.51560292580244,887.8238525390625
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,418662481920,2023,14.18,6745000000.0,37.443854543150564,530.953857421875
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,418662481920,2022,13.17,3501000000.0,38.033615031202544,500.9027099609375
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,418662481920,2021,11.3,5370000000.0,38.42247346861172,434.1739501953125
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,17781159936,2024,1.51,1024000000.0,16.478445040469136,24.8824520111084
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,17781159936,2023,2.14,1559000000.0,11.246878187233042,24.06831932067871
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,17781159936,2022,5.09,3746000000.0,4.349267506177861,22.137771606445312
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,17781159936,2021,2.3,939000000.0,6.805414531541908,15.652453422546387
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,125505167360,2025,-0.08,1067906000.0,-4975.875091552734,398.07000732421875
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,125505167360,2024,0.37,929095000.0,790.5405405405405,292.5
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,125505167360,2023,-0.79,674570000.0,-134.05063484288468,105.9000015258789
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,125505167360,2022,-1.03,441095000.0,-175.3786401841247,180.63999938964844
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,42545422336,2024,-8.98,1721000000.0,-9.725329392736898,87.33345794677734
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,42545422336,2023,3.46,1702000000.0,30.18993091031995,104.45716094970703
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,42545422336,2022,3.87,1568000000.0,30.071268402020753,116.37580871582031
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,42545422336,2021,2.54,1498000000.0,67.94965849148006,172.59213256835938
CSX,CSX Corporation,Industrials,Railroads,66887954432,2024,1.826134,2718000000.0,17.45686481459624,31.87857437133789
CSX,CSX Corporation,Industrials,Railroads,66887954432,2023,1.89693,3257000000.0,17.811243498129215,33.78668212890625
CSX,CSX Corporation,Industrials,Railroads,66887954432,2022,2.016457,3413000000.0,14.76131279801749,29.765552520751953
CSX,CSX Corporation,Industrials,Railroads,66887954432,2021,1.717075,3308000000.0,20.780580988643024,35.68181610107422
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,56213946368,2024,28.55,279000000.0,12.02230637211307,343.2368469238281
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,56213946368,2023,5.19,2753000000.0,44.407927231981574,230.47714233398438
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,56213946368,2022,15.2,1046000000.0,14.906695516485918,226.58177185058594
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,56213946368,2021,14.74,1522000000.0,13.473957946860159,198.60614013671875
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,104015454208,2024,3.67,6326000000.0,11.825885824676432,43.4010009765625
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,104015454208,2023,6.49,10395000000.0,11.290555228070227,73.27570343017578
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,104015454208,2022,3.29,13450000000.0,25.463795299588003,83.77588653564453
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,104015454208,2021,6.0,15745000000.0,15.11532974243164,90.69197845458984
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,21798363136,2025,8.93,1026600000.0,23.629576201401527,211.01211547851562
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,21798363136,2024,8.57,983600000.0,16.713553465372485,143.2351531982422
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,21798363136,2023,8.06,951300000.0,18.111200072333475,145.9762725830078
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,21798363136,2022,7.46,853600000.0,14.888127303954423,111.0654296875
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,154054852608,2024,5.33,5296000000.0,42.85793340228512,228.4327850341797
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,154054852608,2023,6.44,5781000000.0,35.59400428155934,229.2253875732422
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,154054852608,2022,9.8,7401000000.0,23.68385159239477,232.10174560546875
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,154054852608,2021,8.77,7118000000.0,32.68179985925028,286.619384765625
DDOG,"Datadog, Inc.",Technology,Software - Application,53779988480,2024,0.55,775103000.0,259.7999988902699,142.88999938964844
DDOG,"Datadog, Inc.",Technology,Software - Application,53779988480,2023,0.15,597548000.0,809.1999816894531,121.37999725341797
DDOG,"Datadog, Inc.",Technology,Software - Application,53779988480,2022,-0.16,353518000.0,-459.375,73.5
DDOG,"Datadog, Inc.",Technology,Software - Application,53779988480,2021,-0.07,250520000.0,-2544.428580147879,178.11000061035156
DAY,Dayforce Inc,Technology,Software - Application,10823443456,2024,0.11,171500000.0,660.3636308149858,72.63999938964844
DAY,Dayforce Inc,Technology,Software - Application,10823443456,2023,0.35,105100000.0,191.77143641880582,67.12000274658203
DAY,Dayforce Inc,Technology,Software - Application,10823443456,2022,-0.48,38100000.0,-133.64583651224774,64.1500015258789
DAY,Dayforce Inc,Technology,Software - Application,10823443456,2021,-0.5,-14900000.0,-208.9199981689453,104.45999908447266
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,9229219840,2024,11.02,1466595000.0,13.57078067620307,149.5500030517578
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,9229219840,2023,7.62,1491046000.0,13.748031776408197,104.76000213623047
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,9229219840,2022,6.03,961141000.0,12.383084273456934,74.66999816894531
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,9229219840,2021,9.3,1289411000.0,12.23225829421833,113.76000213623047
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,14966361088,2025,6.36,958352000.0,17.580188295376374,111.80999755859375
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,14966361088,2024,4.893333,943819000.0,32.05926578224041,156.8766632080078
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,14966361088,2023,3.25,456397000.0,23.053847092848557,74.92500305175781
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,14966361088,2022,2.738333,121336000.0,16.662814217777807,45.628334045410156
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,124989497344,2024,25.73,4429000000.0,15.510337879997813,399.08099365234375
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,124989497344,2023,34.8,4121000000.0,10.201294120700881,355.0050354003906
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,124989497344,2022,23.42,911000000.0,16.217529661730758,379.8145446777344
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,124989497344,2021,19.14,5146000000.0,16.947799889894362,324.3808898925781
DELL,Dell Technologies Inc.,Technology,Computer Hardware,100617158656,2025,6.596465,1869000000.0,15.486594172518561,102.15677642822266
DELL,Dell Technologies Inc.,Technology,Computer Hardware,100617158656,2024,4.546,5920000000.0,17.711753526344417,80.51763153076172
DELL,Dell Technologies Inc.,Technology,Computer Hardware,100617158656,2023,3.33,562000000.0,11.550533306133282,38.46327590942383
DELL,Dell Technologies Inc.,Technology,Computer Hardware,100617158656,2022,7.3,7511000000.0,7.134098941332674,52.078922271728516
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,39177764864,2024,5.39,2885000000.0,11.091302365672833,59.78211975097656
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,39177764864,2023,7.21,1141000000.0,5.454826090438356,39.32929611206055
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,39177764864,2022,2.07,-3000000.0,15.443240732386494,31.96750831604004
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,39177764864,2021,0.44,17000000.0,86.40584945678711,38.01857376098633
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,20573868032,2024,4.58,-853000000.0,6.99729169820594,32.0475959777832
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,20573868032,2023,5.86,2597000000.0,7.312318326670154,42.85018539428711
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,20573868032,2022,9.151769,3405000000.0,5.989504734136177,54.8145637512207
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,20573868032,2021,4.2,2892000000.0,8.650890531994047,36.333740234375
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,27725375488,2024,1.46,630700000.0,53.26712098840165,77.7699966430664
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,27725375488,2023,1.4,511900000.0,88.63571166992188,124.08999633789062
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,27725375488,2022,0.88,304700000.0,128.68181575428355,113.23999786376953
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,27725375488,2021,0.4,53300000.0,335.59375762939453,134.2375030517578
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,41188081664,2024,15.53,-5374000000.0,10.328683159233139,160.40444946289062
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,41188081664,2023,17.34,1206000000.0,8.383172551103392,145.3642120361328
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,41188081664,2022,24.61,2712000000.0,4.936229112137628,121.48059844970703
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,41188081664,2021,12.35,1670000000.0,7.268110267546495,89.76116180419922
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,59881861120,2024,1.74,2261477000.0,99.65767695985991,173.40435791015625
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,59881861120,2023,3.04,1634780000.0,41.97403757195724,127.60107421875
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,59881861120,2022,1.18,1659388000.0,77.26962202686374,91.17815399169922
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,59881861120,2021,5.95,1702228000.0,25.97291577763918,154.53884887695312
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,22798583808,2025,5.12,1686176000.0,13.637472689151764,69.82386016845703
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,22798583808,2024,7.57,691576000.0,16.75184645457501,126.81147766113281
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,22798583808,2023,10.73,423973000.0,20.568230478761357,220.69711303710938
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,22798583808,2022,10.24,1795351000.0,19.058817625045776,195.16229248046875
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,20492648448,2025,-14.05,1562000000.0,-5.220640460791537,73.3499984741211
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,20492648448,2024,-4.55,1489700000.0,-28.707691234546704,130.6199951171875
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,20492648448,2023,7.24,971100000.0,20.74309291101951,150.17999267578125
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,20492648448,2022,5.83,408700000.0,22.507718905780983,131.22000122070312
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,51974107136,2024,2.492958,-7180000000.0,20.854436747155955,51.989234924316406
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,51974107136,2023,2.379475,-3639000000.0,18.141691642564602,43.167701721191406
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,51974107136,2022,1.190419,-3891000000.0,44.84032643152787,53.37877655029297
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,51974107136,2021,4.059259,-1923000000.0,16.258209807470596,65.99628448486328
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,14353060864,2024,17.040174,512012000.0,24.344839525328315,414.8403015136719
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,14353060864,2023,14.8,485468000.0,27.166409879117396,402.0628662109375
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,14353060864,2022,12.776015,388083000.0,26.07465058182266,333.130126953125
